label,n_init,random_state,reweighted,n_flagged,pct_low_flagged,variance_vs_baseline_pct
n_init=10,10,42,False,199743,35.36106729548726,0.0
n_init=20,20,42,False,199743,35.36106729548726,0.0
seed=7,10,7,False,199733,35.3592969672507,0.0018
seed=123,10,123,False,199742,35.3608902626636,0.0055
reweight_trial_0,10,43,True,163623,28.96664170503853,6.421
reweight_trial_1,10,44,True,199704,35.354163015364676,0.0299
reweight_trial_2,10,45,True,199992,35.40514846857756,0.0469
