label,n_init,random_state,reweighted,n_flagged,pct_low_flagged,variance_vs_baseline_pct
n_init=10,10,42,False,200000,33.498873600375184,0.0
n_init=20,20,42,False,200000,33.498873600375184,0.0
seed=7,10,7,False,200000,33.498873600375184,44.5465
seed=123,10,123,False,200000,33.498873600375184,44.4584
reweight_trial_0,10,43,True,199998,33.498538611639184,44.6094
reweight_trial_1,10,44,True,200000,33.498873600375184,44.5414
reweight_trial_2,10,45,True,200000,33.498873600375184,44.4808
